Name,Tier,Type,DPM,Damage,Penetration (mm),DPM at 500m (mm),Reload time (sec),Rate of fire (rnds/min),Aim time (sec),Dispersion,Dispersion damaged,Dispersion factors moving (+),Dispersion factors tank traverse (+),Dispersion factors turret traverse (+),Dispersion factors after firing (+),Dispersion factors damaged (×),Damage vs. modules,Caliber (mm),Shell velocity (m/s),Max range (m),Ammo capacity,Potential damage,Shell cost,Top speed (km/h),Reverse speed (km/h),Power (hp),Power/weight (hp/t),Tank traverse (°/sec),Effective top speed hard (km/h),Effective top speed medium (km/h),Effective top speed soft (km/h),Effective traverse hard (°/sec),Effective traverse medium (°/sec),Effective traverse soft (°/sec),Terrain resistance hard,Terrain resistance medium,Terrain resistance soft,Gun elevation (°),Gun depression (°),Gun traverse (°/sec),Gun traverse range (°) part 1,Gun traverse range (°) part 2,Turret traverse (°/sec),Hull armor (mm) part 1,Hull armor (mm) part 2,Hull armor (mm) part 3,Turret armor (mm) part 1,Turret armor (mm) part 2,Turret armor (mm) part 3,Track armor (mm),Health,Engine health,Track health,Health repair time (sec),Ammo rack health,Fuel tank health,Max load (kg),Total weight (kg),Stationary camo (%) part 1,Stationary camo (%) part 2,Moving camo (%) part 1,Moving camo (%) part 2,View range (m),Radio range (m),Fire chance (%),Tank cost (silver),Tank cost (gold),Clip size,Clip damage part 1,Clip damage part 2,Intra-clip reload,Reload time (sec) (starting with an empty clip) part 1,Reload time (sec) (starting with an empty clip) part 2,Reload time (sec) (starting with an empty clip) part 3,Reload time (sec) (starting with an empty clip) part 4,Max wheel angle (°),Axle count,Siege enabled (km/h),Siege disabled (km/h),Rocket boosters uses,Rocket boosters duration (sec),Rocket boosters cooldown (sec),Rocket boosters initial cooldown (s),Track health part 1,Track health part 2,Health repair time (sec) part 1,Health repair time (sec) part 2,Reload time (sec) part 1,Reload time (sec) part 2,DPM alt. gun (sec),DPM charge/lock (sec) part 1,DPM charge/lock (sec) part 2,Dispersion before cooldown,Cooldown delay (sec),Ricochet angle (°),DPM at 50m,DPM at 50m at 500m,Damage at 50m,DPM at 50m at 500m (mm),Dispersion factors at 500m,Explosion radius (m),Shell gravity (m/s²),Ballistic range (m),DPM burst size,DPM burst damage part 1,Normalization (°),Tank cost in NA,View range (m) in EU,View range (m) in Asia,Reload time (sec) (starting with an empty clip) part 5,DPM at 400m (mm),Stun duration (s)_,Stun duration (s)_11 – 22,Stun duration (s)_11.5 – 23,Stun duration (s)_11.6 – 29,Stun duration (s)_12.1 – 22,Stun duration (s)_12.15 – 27,Stun duration (s)_12.4 – 31,Stun duration (s)_12.5 – 25,Stun duration (s)_12.6 – 28,Stun duration (s)_13.2 – 33,Stun duration (s)_14 – 35,Stun duration (s)_3.9 – 6.5,Stun duration (s)_3.96 – 6.6,Stun duration (s)_6.24 – 10.4,Stun duration (s)_6.3 – 10.5,Stun duration (s)_6.6 – 11,Stun duration (s)_9.6 – 16,Stun duration (s)_9.9 – 18,Premium,Nationality_American,Nationality_British,Nationality_Chinese,Nationality_Czech,Nationality_French,Nationality_German,Nationality_Italian,Nationality_Japanese,Nationality_Polish,Nationality_Soviet,Nationality_Swedish,Event,DPM burst damage part 2_,DPM burst damage part 2_0.13s,DPM burst damage part 2_0.17s,DPM burst damage part 2_0.19s,DPM burst damage part 2_0.21s,DPM burst damage part 2_0.2s,DPM burst damage part 2_0.44s,DPM burst damage part 2_0.4s,DPM burst damage part 2_0.53s,DPM burst damage part 2_0.56s,DPM burst damage part 2_0.5s,DPM burst damage part 2_0.63s,DPM burst damage part 2_0.67s,DPM burst damage part 2_0.71s,DPM burst damage part 2_0s,DPM burst damage part 2_1.17s,DPM burst damage part 2_1.5s,DPM burst damage part 2_1s,Reward
0.002053388090349076,1.0,Medium Tank,0.3655989882938874,0.2744755244755245,0.25,0.7134328358208956,0.08757637474541753,0.021743686471759407,0.1400359066427289,0.15476190476190474,0.14970059880239522,0.12280701754385967,0.12280701754385967,0.060606060606060615,0.14705882352941177,0.28571428571428564,0.5477178423236515,0.39675973802137193,0.8298008991650611,0.4373556384708953,0.007618283881315156,0.01764234161988773,0.44,0.35185185185185186,0.12280701754385964,0.23263257645082705,0.06238837223625053,0.15350385423966362,0.35185185185185186,0.35185185185185186,0.33273973822455705,0.15040349448434148,0.1570602583792574,0.11786741005314054,0.11656441717791412,0.11235955056179771,0.20728291316526615,0.1797752808988764,0.22727272727272727,0.6277777777777778,0.0,1.0,0.7147630619684082,0.27918781725888325,0.42934782608695654,0.24324324324324326,0.6749156355455568,0.6672192291753004,0.30952380952380953,0.3333333333333333,0.0594679186228482,0.7052631578947368,0.007009345794392523,0.4525210084033614,0.01706827309236948,0.1111111111111111,0.19165786694825765,0.18373704280573608,0.5528514347984017,0.3416572077185017,0.5167724388032637,0.3711001642036125,0.6153846153846154,0.3807615230460922,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012320328542094456,1.0,Medium Tank,0.34067731441290705,0.3793706293706294,0.2479591836734694,0.6835820895522388,0.14071468246620997,0.013989311537252438,0.22621184919210052,0.16666666666666666,0.16167664670658685,0.19298245614035092,0.19298245614035092,0.09090909090909093,0.17647058823529413,0.28571428571428564,0.6721991701244814,0.4915546363322992,0.5600513808606294,0.4373556384708953,0.0056134723336006415,0.019647153167602245,0.426,0.4074074074074074,0.12280701754385964,0.24759127531245298,0.06300424955348895,0.1315697266993693,0.4074074074074074,0.4074074074074074,0.28448045588104354,0.13803953505589694,0.15430481524979675,0.14400209077445772,0.23312883435582826,0.2191011235955056,0.2605042016806723,0.15730337078651685,0.22727272727272727,0.4722222222222222,0.0,1.0,0.5880923450789793,0.3778905809362662,0.42934782608695654,0.32432432432432434,0.6749156355455568,0.5387484459179445,0.2857142857142857,0.3333333333333333,0.06259780907668232,0.7052631578947368,0.007009345794392523,0.4525210084033614,0.01706827309236948,0.1111111111111111,0.20327349524815205,0.19447875825769376,0.5423174718488921,0.30533484676503975,0.5090661831368992,0.33169129720853857,0.6153846153846154,0.3468186372745491,0.6,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013347022587268994,1.0,Medium Tank,0.36243440281403294,0.3356643356643357,0.24693877551020407,0.7044776119402985,0.11423810405480467,0.01715917426385833,0.1741472172351885,0.14285714285714285,0.1377245508982036,0.19298245614035092,0.19298245614035092,0.09090909090909093,0.17647058823529413,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.7931920359666025,0.4373556384708953,0.007618283881315156,0.022027866880513232,0.5,0.39814814814814814,0.16666666666666666,0.2679266462499542,0.06811603128656771,0.1315697266993693,0.39814814814814814,0.39814814814814814,0.3550885940699849,0.13803953505589694,0.15430481524979675,0.17231466155588468,0.23312883435582826,0.2191011235955056,0.20728291316526615,0.19101123595505617,0.22727272727272727,0.6666666666666666,0.0,1.0,0.6198359659781288,0.3778905809362662,0.42934782608695654,0.32432432432432434,0.7733408323959504,0.8288437629506837,0.2857142857142857,0.3333333333333333,0.0594679186228482,0.7052631578947368,0.007009345794392523,0.4525210084033614,0.01706827309236948,0.1111111111111111,0.2085533262935586,0.1998496159836726,0.5423174718488921,0.35414301929625425,0.5063463281958295,0.38423645320197053,0.6923076923076923,0.3468186372745491,0.6,,0.7499583263877313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06262833675564682,1.0,Medium Tank,0.37984037392273423,0.3356643356643357,0.2336734693877551,0.6477611940298508,0.10886872801333089,0.017918893429739076,0.1400359066427289,0.17857142857142852,0.1736526946107784,0.15789473684210528,0.15789473684210528,0.0,0.11764705882352941,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.550417469492614,0.4373556384708953,0.007618283881315156,0.022027866880513232,0.484,0.49074074074074076,0.14912280701754385,0.2928334085742058,0.09059555336576952,0.12424667133847234,0.49074074074074076,0.49074074074074076,0.2727272727272727,0.12104834530243579,0.12394976962688589,0.1227458837877864,0.34969325153374237,0.37640449438202245,0.39495798319327724,0.21348314606741572,0.36363636363636365,0.37511111111111106,0.0,1.0,0.55634872417983,0.2227862380146644,0.18478260869565216,0.16216216216216217,0.42182227221597296,0.16576875259013676,0.14285714285714285,0.3333333333333333,0.057902973395931145,0.7052631578947368,0.007009345794392523,0.4525210084033614,0.02208835341365462,0.1111111111111111,0.18215417106652587,0.17836618507975724,0.5528514347984017,0.36095346197502837,0.5167724388032637,0.3908045977011495,0.6538461538461539,0.3468186372745491,0.5,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1273100616016427,1.0,Medium Tank,0.2666167021624918,0.3356643356643357,0.24489795918367346,0.6985074626865672,0.680429550083318,0.0128628313947396,0.2082585278276481,0.16666666666666666,0.16167664670658685,0.19298245614035092,0.19298245614035092,0.09090909090909093,0.11764705882352941,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.781631342324984,0.4373556384708953,0.007618283881315156,0.022027866880513232,0.48,0.49074074074074076,0.14912280701754385,0.2928334085742058,0.14577816099033072,0.10234758234057464,0.49074074074074076,0.49074074074074076,0.5102840352595495,0.09905974679795661,0.11735477459571779,0.14914191131631677,0.34969325153374237,0.3258426966292134,0.2605042016806723,0.11235955056179775,0.2727272727272727,0.37511111111111106,0.0,1.0,0.55634872417983,0.16638465877044556,0.21195652173913043,0.16216216216216217,0.140607424071991,0.12432656444260257,0.07142857142857142,0.2222222222222222,0.054773082942097026,0.7052631578947368,0.007009345794392523,0.2840336134453782,0.02208835341365462,0.1111111111111111,0.1293558606124604,0.12079059025726409,0.6106066109698511,0.37797956867196364,0.570716228467815,0.41050903119868637,0.6153846153846154,0.3306613226452906,0.5,0.61,,0.021739130434782608,0.5095367847411444,0.3304761904761905,0.2708124373119358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15297741273100615,1.0,Medium Tank,0.28584903109914894,0.34440559440559443,0.2336734693877551,0.6656716417910448,,0.01330818400922142,0.31238779174147213,0.19047619047619044,0.19760479041916165,0.2280701754385965,0.2280701754385965,0.1212121212121212,0.17647058823529413,0.28571428571428564,0.6721991701244814,0.48293691830403307,0.4605009633911368,0.4373556384708953,0.009623095429029671,0.027666399358460304,0.372,0.39814814814814814,0.14912280701754385,0.3085973881249568,0.06984048777483524,0.10599159074982481,0.39814814814814814,0.39814814814814814,0.2662274062861722,0.10272451321536981,0.11938747854368055,0.11020123704155417,0.294478527607362,0.26966292134831454,0.3165266106442577,0.15730337078651685,0.4090909090909091,0.3333333333333333,0.0,1.0,0.44547387606318345,0.2227862380146644,0.375,0.16216216216216217,0.6467941507311585,0.33153750518027353,0.23809523809523808,0.3333333333333333,0.057902973395931145,0.7052631578947368,0.007009345794392523,0.4525210084033614,0.02208835341365462,0.1111111111111111,0.22650475184794086,0.2267039046135668,0.5299673083908463,0.34619750283768447,0.4959202175883952,0.37602627257799676,0.6153846153846154,0.3281563126252505,0.5,,0.7499583263877313,0.014492753623188406,0.4141689373297003,0.36507936507936506,0.3981945837512538,0.3240305522914219,0.3887601390498262,0.40724381625441697,0.25065274151436007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.15503080082135523,1.0,Medium Tank,0.36809220703928774,0.3356643356643357,0.2540816326530612,0.7253731343283583,0.11238659507498612,0.017394949177407526,0.15619389587073607,0.13095238095238093,0.12574850299401197,0.12280701754385967,0.12280701754385967,0.060606060606060615,0.17647058823529413,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.7931920359666025,0.4373556384708953,0.011226944667201283,0.030823977546110666,0.48,0.39814814814814814,0.12280701754385964,0.43043472955990186,0.083451376485804,0.1315697266993693,0.39814814814814814,0.39814814814814814,0.38322500222598166,0.12837787813726217,0.13998554521637005,0.11786741005314054,0.17791411042944785,0.16292134831460675,0.23529411764705882,0.21348314606741572,0.45454545454545453,0.6666666666666666,0.0,1.0,0.7147630619684082,0.33756345177664976,0.27065217391304347,0.17189189189189188,0.7142857142857142,0.631578947368421,0.4538095238095238,0.4444444444444444,0.0594679186228482,0.6210526315789474,0.007009345794392523,0.4525210084033614,0.02208835341365462,0.1111111111111111,0.2983104540654699,0.28041248187335516,0.43479840174355244,0.28376844494892167,0.4057116953762465,0.3070607553366174,0.6538461538461539,0.3468186372745491,1.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18480492813141683,1.0,Medium Tank,0.2553221208580277,0.3706293706293706,0.24591836734693878,0.7014925373134329,0.17811516385854473,0.010924237661112859,0.10592459605026931,0.11904761904761901,0.11377245508982033,0.12280701754385967,0.12280701754385967,0.0303030303030303,0.11764705882352941,0.28571428571428564,0.6099585062240664,0.4398483281627025,0.6339113680154143,0.4373556384708953,0.0056134723336006415,0.019145950280673618,0.448,0.49074074074074076,0.22807017543859648,0.21912175599995118,0.11566176017737265,0.09502452697967764,0.49074074074074076,0.49074074074074076,0.3697800730121984,0.09169319612053012,0.08081127473123137,0.12231030577576445,0.41104294478527603,0.5112359550561797,0.3557422969187675,0.16853932584269662,0.36363636363636365,0.6666666666666666,0.0,1.0,0.7465066828675576,0.19458544839255498,0.21195652173913043,0.1891891891891892,0.42182227221597296,0.16576875259013676,0.19047619047619047,0.1111111111111111,0.054773082942097026,0.6210526315789474,0.007009345794392523,0.7558823529411764,0.02208835341365462,0.1111111111111111,0.11351636747624076,0.10854503464203233,0.3766799854703959,0.24631101021566404,0.35131459655485037,0.2660098522167488,0.6153846153846154,0.3306613226452906,0.75,0.61,,,,,,,,,,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14681724845995894,1.0,Medium Tank,0.3411384096869058,0.3356643356643357,0.24387755102040817,0.6477611940298508,0.12127383817811518,0.016189877397044958,0.19210053859964094,0.17857142857142852,0.1736526946107784,0.15789473684210528,0.15789473684210528,0.0303030303030303,0.11764705882352941,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.6409762363519589,0.4373556384708953,0.007618283881315156,0.022027866880513232,0.448,0.39814814814814814,0.07894736842105263,0.28419494299995524,0.07193447065344583,0.12424667133847234,0.39814814814814814,0.39814814814814814,0.3151990027602173,0.12104834530243579,0.13235161261179873,0.10061852077707119,0.17791411042944785,0.16292134831460675,0.2605042016806723,0.21348314606741572,0.36363636363636365,0.6222222222222222,0.0,1.0,0.7465066828675576,0.2227862380146644,0.266304347826087,0.21621621621621623,0.7311586051743532,0.24865312888520513,0.19047619047619047,0.3333333333333333,0.06103286384976526,0.7263157894736842,0.007009345794392523,0.4525210084033614,0.01706827309236948,0.1111111111111111,0.20591341077085534,0.2044148450507546,0.5775517617144933,0.37797956867196364,0.5398912058023572,0.4088669950738917,0.6153846153846154,0.32064128256513025,1.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14784394250513347,1.0,Medium Tank,0.3411384096869058,0.3356643356643357,0.24387755102040817,0.6477611940298508,0.12127383817811518,0.016189877397044958,0.19210053859964094,0.17857142857142852,0.1736526946107784,0.15789473684210528,0.15789473684210528,0.0303030303030303,0.11764705882352941,0.28571428571428564,0.6099585062240664,0.4183040330920372,0.6409762363519589,0.4373556384708953,0.007618283881315156,0.022027866880513232,0.448,0.39814814814814814,0.07894736842105263,0.28419494299995524,0.07193447065344583,0.12424667133847234,0.39814814814814814,0.39814814814814814,0.3151990027602173,0.12104834530243579,0.13235161261179873,0.10061852077707119,0.17791411042944785,0.16292134831460675,0.2605042016806723,0.21348314606741572,0.36363636363636365,0.6222222222222222,0.0,1.0,0.7465066828675576,0.2227862380146644,0.266304347826087,0.21621621621621623,0.7311586051743532,0.24865312888520513,0.19047619047619047,0.3333333333333333,0.06103286384976526,0.7263157894736842,0.007009345794392523,0.4525210084033614,0.01706827309236948,0.1111111111111111,0.20591341077085534,0.2044148450507546,0.5775517617144933,0.37797956867196364,0.5398912058023572,0.4088669950738917,0.6153846153846154,0.32064128256513025,1.0,,0.0031671945324220703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
